,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0004210526315789474,87.93575899999999,6.084865054940997
2,0.0008421052631578948,84.86783199999999,8.45385403233342
3,0.0012631578947368421,85.408601,10.386748703592426
4,0.0016842105263157896,84.835048,11.95324561958405
5,0.002105263157894737,85.542784,13.419764214729978
6,0.0025263157894736842,85.045891,14.657857185249075
7,0.0029473684210526317,84.81190799999999,15.81050092085703
8,0.003368421052631579,83.337682,16.754593475411923
9,0.0037894736842105266,82.181797,17.647259193785068
10,0.004210526315789474,81.12022799999998,18.481310958285455
11,0.0046315789473684215,79.847049,19.230650305122154
12,0.0050526315789473685,79.257118,20.0114221699298
13,0.005473684210526316,77.416717,20.585302073899335
14,0.005894736842105263,77.922301,21.432019469156792
15,0.006315789473684211,77.270748,22.091305458077965
16,0.006736842105263158,76.784444,22.74389314449971
17,0.007157894736842105,75.692862,23.2766307382816
18,0.007578947368421053,76.47794300000001,24.075346411674026
19,0.008,76.23327900000001,24.695469867973763
