,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0004210526315789474,92.785507,6.250406538357073
2,0.0008421052631578948,91.684288,8.786798135480534
3,0.0012631578947368421,87.549519,10.516124100887321
4,0.0016842105263157896,91.79893200000001,12.434175790093503
5,0.002105263157894737,86.017055,13.456914090611756
6,0.0025263157894736842,84.72344100000001,14.630043292377577
7,0.0029473684210526317,83.444388,15.682517467079805
8,0.003368421052631579,81.858031,16.60518939811794
9,0.0037894736842105266,80.86085,17.504858273002235
10,0.004210526315789474,79.361829,18.279908902226076
11,0.0046315789473684215,77.631809,18.96201076390704
12,0.0050526315789473685,77.58782900000001,19.7995635039606
13,0.005473684210526316,77.459142,20.59094175909193
14,0.005894736842105263,77.817166,21.417556241747587
15,0.006315789473684211,77.168151,22.076634611948304
16,0.006736842105263158,76.968324,22.77110989597865
17,0.007157894736842105,76.282852,23.367169808132633
18,0.007578947368421053,75.108058,23.85875140333869
19,0.008,75.11585299999999,24.51380884318061
