,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0005789473684210526,50.816320000000005,5.424018320105686
2,0.0011578947368421052,51.24706200000001,7.703161907192465
3,0.0017368421052631577,51.541714,9.461491375709834
4,0.0023157894736842103,51.88472,10.961482035794823
5,0.002894736842105263,52.225835000000004,12.295529621948399
6,0.0034736842105263155,52.678457,13.527317705879073
7,0.0040526315789473685,65.20736500000001,16.256119665496666
8,0.004631578947368421,61.13416400000001,16.82699340189353
9,0.005210526315789473,59.572773000000005,17.618328564907983
10,0.005789473684210526,61.62395,18.888362471164758
11,0.006368421052631579,60.076212,19.55992365177221
12,0.006947368421052631,59.83120899999999,20.387973219523314
13,0.007526315789473683,59.37064599999999,21.138643060070162
14,0.008105263157894737,59.140977,21.894135790206473
15,0.008684210526315789,58.77044000000001,22.591477899513585
16,0.009263157894736841,59.440009999999994,23.464914188948928
17,0.009842105263157893,59.171980000000005,24.132485487190785
18,0.010421052631578945,61.733317,25.363874813974054
19,0.011,61.23415,25.95333600907598
