,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0005263157894736842,54.237717999999994,5.342861346546535
2,0.0010526315789473684,54.375156000000004,7.5655142796633115
3,0.0015789473684210526,53.39067200000001,9.181560926804963
4,0.002105263157894737,53.049053,10.567980736266756
5,0.002631578947368421,54.582006,11.984859527534597
6,0.003157894736842105,55.348244,13.220587294861474
7,0.0036842105263157894,55.90485500000001,14.351489653104236
8,0.004210526315789474,56.653733,15.444806042298184
9,0.004736842105263157,57.35450000000001,16.48269427388362
10,0.005263157894736842,58.205437,17.502697085396807
11,0.005789473684210527,59.03602699999999,18.487496443186732
12,0.00631578947368421,59.287817,19.350694316388644
13,0.006842105263157894,59.135349999999995,20.114927031279137
14,0.007368421052631579,60.24575400000001,21.069316128086914
15,0.007894736842105263,60.21244300000001,21.802784044824715
16,0.008421052631578947,60.009969999999996,22.479926952494164
17,0.008947368421052631,62.32292700000001,23.614109954587924
18,0.009473684210526315,61.100207999999995,24.059178618345925
19,0.01,57.69699599999999,24.020199000008304
