,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.002214285714285714,46.506904999999996,10.1478852652729
2,0.004428571428571428,46.834876,14.401791336992968
3,0.006642857142857143,47.216632,17.710260899909326
4,0.008857142857142857,47.63737199999999,20.540959304347428
5,0.01107142857142857,48.079425,23.071799228557296
6,0.013285714285714286,48.607282999999995,25.412250473794273
7,0.0155,49.11681,27.591856679100086
8,0.017714285714285714,49.63215,29.651274605222046
9,0.019928571428571427,50.144908,31.611965786030183
10,0.02214285714285714,51.118059,33.64371973871413
11,0.024357142857142855,51.764618999999996,35.50828382122363
12,0.026571428571428572,52.01765200000001,37.177726188827485
13,0.028785714285714286,52.440051,38.85259740627755
14,0.031,52.998251,40.533267583554135
