,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0013571428571428571,73.56658900000001,9.992015351555176
2,0.0027142857142857142,74.04685800000001,14.1768941893894
3,0.004071428571428571,74.241687,17.385905948292056
4,0.0054285714285714284,75.05411899999999,20.18505997018587
5,0.0067857142857142855,76.439492,22.77491060042043
6,0.008142857142857143,77.514528,25.12348956653912
7,0.0095,77.47580299999998,27.129690903141526
8,0.010857142857142857,79.12389499999999,29.30971564905691
9,0.012214285714285714,79.980768,31.25552674328174
10,0.013571428571428571,79.95532399999999,32.940977043363915
11,0.014928571428571428,80.189117,34.59926243330298
12,0.016285714285714285,80.640201,36.2392504534596
13,0.01764285714285714,81.672127,37.95957941303204
14,0.019,80.863743,39.19708046525915
