,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.002285714285714286,44.260508,10.058174557471721
2,0.004571428571428572,44.580892000000006,14.275796420115114
3,0.006857142857142858,44.927952999999995,17.552133545526594
4,0.009142857142857144,45.304608,20.352237195383285
5,0.01142857142857143,45.700348000000005,22.85365816294126
6,0.013714285714285715,46.11764599999999,25.148967647088135
7,0.016,46.556203,27.292842431670614
8,0.018285714285714287,47.037142,29.327593481712263
9,0.020571428571428574,47.565670999999995,31.28088559214032
10,0.02285714285714286,48.143655,33.17267550258797
11,0.025142857142857144,48.774765,35.01909405697738
12,0.02742857142857143,49.33805099999999,36.786848954483716
13,0.029714285714285717,49.710209,38.43310230963482
14,0.032,50.006862,40.00274470583237
